payment_final_amount,payment_method_id,payment_created_at
576.00,3,2025-06-01 05:13:18
1024.00,1,2025-06-01 05:13:19
1088.00,4,2025-06-01 05:13:20
832.00,5,2025-06-01 05:13:21
1024.00,5,2025-06-01 05:13:22
2384.00,1,2025-06-01 05:13:23
960.00,3,2025-06-01 05:13:24
1056.00,1,2025-06-01 05:13:25
576.00,1,2025-06-01 05:13:26
832.00,4,2025-06-01 05:13:27
1360.00,3,2025-06-01 05:13:28
896.00,4,2025-06-01 05:13:30
864.00,1,2025-06-01 05:13:31
1216.00,3,2025-06-01 05:13:32
928.00,5,2025-06-01 05:13:33
224.00,4,2025-06-01 05:13:34
256.00,4,2025-06-01 05:13:35
1824.00,4,2025-06-01 05:13:36
752.00,2,2025-06-01 05:13:37
304.00,3,2025-06-01 05:13:38
768.00,4,2025-06-01 05:13:39
928.00,4,2025-06-01 05:13:40
448.00,4,2025-06-01 05:13:42
1216.00,3,2025-06-01 05:13:43
192.00,3,2025-06-01 05:13:44
1440.00,1,2025-06-01 05:13:45
2064.00,5,2025-06-01 05:13:46
800.00,3,2025-06-01 05:13:48
1376.00,1,2025-06-01 05:13:49
880.00,4,2025-06-01 05:13:50
576.00,2,2025-06-01 05:13:51
768.00,3,2025-06-01 05:13:52
288.00,1,2025-06-01 05:13:53
1632.00,2,2025-06-01 05:13:54
1360.00,1,2025-06-01 05:13:55
1280.00,1,2025-06-01 05:13:56
1184.00,2,2025-06-01 05:13:57
560.00,2,2025-06-01 05:13:58
1152.00,5,2025-06-01 05:13:59
768.00,2,2025-06-01 05:14:00
864.00,5,2025-06-01 05:14:01
1280.00,3,2025-06-01 05:14:02
1536.00,1,2025-06-01 05:14:03
1920.00,5,2025-06-01 05:14:04
480.00,4,2025-06-01 05:14:05
1504.00,4,2025-06-01 05:14:06
1024.00,2,2025-06-01 05:14:07
2256.00,1,2025-06-01 05:14:08
640.00,2,2025-06-01 05:14:09
1216.00,4,2025-06-01 05:14:10
1552.00,5,2025-06-01 05:14:11
1312.00,3,2025-06-01 05:14:12
1312.00,2,2025-06-01 05:14:13
1760.00,2,2025-06-01 05:14:14
1648.00,1,2025-06-01 05:14:15
1472.00,1,2025-06-01 05:14:16
1376.00,3,2025-06-01 05:14:17
912.00,5,2025-06-01 05:14:19
1280.00,3,2025-06-01 05:14:21
1024.00,5,2025-06-01 05:14:22
576.00,4,2025-06-01 05:14:23
304.00,1,2025-06-01 05:14:24
1376.00,5,2025-06-01 05:14:25
912.00,3,2025-06-01 05:14:26
768.00,3,2025-06-01 05:14:27
1088.00,3,2025-06-01 05:14:28
1344.00,4,2025-06-01 05:14:30
288.00,4,2025-06-01 05:14:31
576.00,2,2025-06-01 05:14:32
608.00,4,2025-06-01 05:14:34
768.00,3,2025-06-01 05:14:35
1760.00,1,2025-06-01 05:14:37
864.00,3,2025-06-01 05:14:38
1280.00,1,2025-06-01 05:14:39
832.00,3,2025-06-01 05:14:40
1344.00,4,2025-06-01 05:14:41
832.00,4,2025-06-01 05:14:42
1392.00,2,2025-06-01 05:14:43
512.00,5,2025-06-01 05:14:44
832.00,4,2025-06-01 05:14:45
320.00,5,2025-06-01 05:14:46
512.00,4,2025-06-01 05:14:47
1728.00,2,2025-06-01 05:14:48
1184.00,4,2025-06-01 05:14:49
1248.00,5,2025-06-01 05:14:50
304.00,2,2025-06-01 05:14:51
992.00,4,2025-06-01 05:14:53
960.00,2,2025-06-01 05:14:54
576.00,5,2025-06-01 05:14:55
576.00,3,2025-06-01 05:14:56
1872.00,4,2025-06-01 05:14:57
1696.00,2,2025-06-01 05:14:58
2048.00,1,2025-06-01 05:14:59
1120.00,3,2025-06-01 05:15:00
912.00,2,2025-06-01 05:15:01
288.00,1,2025-06-01 05:15:02
768.00,4,2025-06-01 05:15:03
640.00,4,2025-06-01 05:15:04
1536.00,3,2025-06-01 05:15:05
576.00,2,2025-06-01 05:15:07
1408.00,2,2025-06-01 05:15:08
1232.00,5,2025-06-01 05:15:09
2048.00,2,2025-06-01 05:15:10
640.00,2,2025-06-01 05:15:12
1456.00,2,2025-06-01 05:15:13
192.00,5,2025-06-01 05:15:14
768.00,4,2025-06-01 05:15:15
2080.00,1,2025-06-01 05:15:16
256.00,5,2025-06-01 05:15:17
1600.00,1,2025-06-01 05:15:18
576.00,2,2025-06-01 05:15:19
1184.00,1,2025-06-01 05:15:20
1088.00,4,2025-06-01 05:15:21
816.00,3,2025-06-01 05:15:22
880.00,1,2025-06-01 05:15:23
2544.00,1,2025-06-01 05:15:24
2128.00,1,2025-06-01 05:15:25
768.00,2,2025-06-01 05:15:26
1280.00,5,2025-06-01 05:15:27
1696.00,4,2025-06-01 05:15:28
2016.00,3,2025-06-01 05:15:29
1536.00,3,2025-06-01 05:15:30
608.00,5,2025-06-01 05:15:31
2048.00,5,2025-06-01 05:15:33
912.00,5,2025-06-01 05:15:34
1088.00,5,2025-06-01 05:15:35
224.00,5,2025-06-01 05:15:36
480.00,3,2025-06-01 05:15:37
192.00,5,2025-06-01 05:15:38
640.00,5,2025-06-01 05:15:39
1312.00,1,2025-06-01 05:15:40
1184.00,3,2025-06-01 05:15:41
1440.00,4,2025-06-01 05:15:42
384.00,2,2025-06-01 05:15:43
1248.00,3,2025-06-01 05:15:44
864.00,2,2025-06-01 05:15:46
768.00,1,2025-06-01 05:15:47
1056.00,2,2025-06-01 05:15:48
224.00,2,2025-06-01 05:15:49
992.00,1,2025-06-01 05:15:51
1504.00,4,2025-06-01 05:15:52
1088.00,4,2025-06-01 05:15:53
304.00,1,2025-06-01 05:15:54
960.00,3,2025-06-01 05:15:55
1984.00,3,2025-06-01 05:15:56
512.00,2,2025-06-01 05:15:57
800.00,2,2025-06-01 05:15:58
912.00,5,2025-06-01 05:15:59
384.00,2,2025-06-01 05:16:00
1376.00,2,2025-06-01 05:16:01
1216.00,3,2025-06-01 05:16:02
256.00,5,2025-06-01 05:16:03
2080.00,3,2025-06-01 05:16:04
1536.00,3,2025-06-01 05:16:05
320.00,3,2025-06-01 05:16:06
864.00,1,2025-06-01 05:16:07
2000.00,2,2025-06-01 05:16:08
672.00,2,2025-06-01 05:16:09
512.00,5,2025-06-01 05:16:10
288.00,2,2025-06-01 05:16:11
1440.00,4,2025-06-01 05:16:12
512.00,5,2025-06-01 05:16:13
1152.00,5,2025-06-01 05:16:14
1824.00,3,2025-06-01 05:16:15
2016.00,1,2025-06-01 05:16:16
512.00,3,2025-06-01 05:16:17
192.00,4,2025-06-01 05:16:18
256.00,5,2025-06-01 05:16:19
448.00,2,2025-06-01 05:16:20
384.00,3,2025-06-01 05:16:21
1424.00,3,2025-06-01 05:16:22
1568.00,5,2025-06-01 05:16:23
1760.00,4,2025-06-01 05:16:24
1504.00,4,2025-06-01 05:16:25
1344.00,3,2025-06-01 05:16:26
1680.00,5,2025-06-01 05:16:27
1248.00,3,2025-06-01 05:16:28
816.00,3,2025-06-01 05:16:30
448.00,4,2025-06-01 05:16:31
192.00,2,2025-06-01 05:16:32
944.00,5,2025-06-01 05:16:33
992.00,3,2025-06-01 05:16:34
1120.00,3,2025-06-01 05:16:36
1440.00,5,2025-06-01 05:16:37
880.00,5,2025-06-01 05:16:38
1152.00,2,2025-06-01 05:16:39
1632.00,1,2025-06-01 05:16:40
288.00,1,2025-06-01 05:16:41
320.00,1,2025-06-01 05:16:43
800.00,1,2025-06-01 05:16:44
256.00,3,2025-06-01 05:16:45
384.00,5,2025-06-01 05:16:46
1120.00,3,2025-06-01 05:16:47
2048.00,2,2025-06-01 05:16:48
1280.00,3,2025-06-01 05:16:49
544.00,2,2025-06-01 05:16:51
1632.00,5,2025-06-01 05:16:52
1152.00,1,2025-06-01 05:16:53
256.00,2,2025-06-01 05:16:54
288.00,4,2025-06-01 05:16:55
768.00,5,2025-06-01 05:16:56
608.00,1,2025-06-01 05:16:57
256.00,2,2025-06-01 05:16:58
1376.00,5,2025-06-01 05:16:59
1216.00,2,2025-06-01 05:17:00
1152.00,2,2025-06-01 05:17:01
2208.00,2,2025-06-01 05:17:02
1344.00,4,2025-06-01 05:17:03
704.00,3,2025-06-01 05:17:04
768.00,5,2025-06-01 05:17:05
992.00,3,2025-06-01 05:17:06
512.00,1,2025-06-01 05:17:07
288.00,5,2025-06-01 05:17:08
1888.00,5,2025-06-01 05:17:09
1760.00,2,2025-06-01 05:17:10
1024.00,1,2025-06-01 05:17:12
672.00,3,2025-06-01 05:17:13
2592.00,4,2025-06-01 05:17:14
1600.00,4,2025-06-01 05:17:15
736.00,1,2025-06-01 05:17:16
1376.00,1,2025-06-01 05:17:17
1376.00,5,2025-06-01 05:17:19
832.00,5,2025-06-01 05:17:20
1520.00,5,2025-06-01 05:17:21
1248.00,2,2025-06-01 05:17:22
1568.00,2,2025-06-01 05:17:23
1728.00,2,2025-06-01 05:17:24
1536.00,5,2025-06-01 05:17:25
1936.00,1,2025-06-01 05:17:26
960.00,1,2025-06-01 05:17:27
1280.00,2,2025-06-01 05:17:28
1264.00,3,2025-06-01 05:17:29
768.00,1,2025-06-01 05:17:30
1184.00,4,2025-06-01 05:17:31
496.00,4,2025-06-01 05:17:32
1856.00,2,2025-06-01 05:17:33
832.00,3,2025-06-01 05:17:34
512.00,1,2025-06-01 05:17:35
864.00,5,2025-06-01 05:17:36
1216.00,1,2025-06-01 05:17:37
608.00,4,2025-06-01 05:17:38
256.00,4,2025-06-01 05:17:39
512.00,3,2025-06-01 05:17:40
768.00,4,2025-06-01 05:17:41
192.00,5,2025-06-01 05:17:42
1440.00,5,2025-06-01 05:17:43
304.00,4,2025-06-01 05:17:44
1376.00,3,2025-06-01 05:17:45
1248.00,1,2025-06-01 05:17:46
880.00,2,2025-06-01 05:17:47
1776.00,1,2025-06-01 05:17:49
1600.00,1,2025-06-01 05:17:50
512.00,1,2025-06-01 05:17:51
384.00,2,2025-06-01 05:17:52
1216.00,1,2025-06-01 05:17:53
1728.00,2,2025-06-01 05:17:54
1664.00,4,2025-06-01 05:17:55
768.00,4,2025-06-01 05:17:56
192.00,4,2025-06-01 05:17:57
1152.00,4,2025-06-01 05:17:58
1600.00,5,2025-06-01 05:17:59
1088.00,5,2025-06-01 05:18:00
2112.00,1,2025-06-01 05:18:01
256.00,5,2025-06-01 05:18:02
992.00,3,2025-06-01 05:18:03
2400.00,1,2025-06-01 05:18:04
1440.00,5,2025-06-01 05:18:05
256.00,2,2025-06-01 05:18:06
800.00,4,2025-06-01 05:18:07
256.00,4,2025-06-01 05:18:08
672.00,2,2025-06-01 05:18:09
768.00,3,2025-06-01 05:18:10
1408.00,4,2025-06-01 05:18:11
256.00,2,2025-06-01 05:18:12
1280.00,4,2025-06-01 05:18:13
768.00,4,2025-06-01 05:18:14
1424.00,3,2025-06-01 05:18:15
1248.00,2,2025-06-01 05:18:16
1760.00,3,2025-06-01 05:18:18
1248.00,5,2025-06-01 05:18:19
1184.00,4,2025-06-01 05:18:20
1568.00,4,2025-06-01 05:18:21
576.00,3,2025-06-01 05:18:22
1056.00,5,2025-06-01 05:18:23
1408.00,5,2025-06-01 05:18:24
576.00,5,2025-06-01 05:18:25
1280.00,1,2025-06-01 05:18:26
1088.00,5,2025-06-01 05:18:27
1792.00,5,2025-06-01 05:18:28
1024.00,5,2025-06-01 05:18:29
1488.00,4,2025-06-01 05:18:30
832.00,5,2025-06-01 05:18:31
1824.00,4,2025-06-01 05:18:32
256.00,5,2025-06-01 05:18:33
1536.00,4,2025-06-01 05:18:34
1792.00,5,2025-06-01 05:18:35
1088.00,5,2025-06-01 05:18:36
608.00,5,2025-06-01 05:18:37
224.00,5,2025-06-01 05:18:38
896.00,2,2025-06-01 05:18:39
320.00,2,2025-06-01 05:18:40
608.00,3,2025-06-01 05:18:41
1792.00,2,2025-06-01 05:18:42
512.00,1,2025-06-01 05:18:43
1728.00,4,2025-06-01 05:18:45
1344.00,3,2025-06-01 05:18:46
928.00,4,2025-06-01 05:18:47
192.00,4,2025-06-01 05:18:48
864.00,1,2025-06-01 05:18:49
256.00,4,2025-06-01 05:18:50
2144.00,5,2025-06-01 05:18:51
576.00,5,2025-06-01 05:18:52
288.00,4,2025-06-01 05:18:53
304.00,4,2025-06-01 05:18:54
672.00,2,2025-06-01 05:18:55
1952.00,5,2025-06-01 05:18:56
1088.00,2,2025-06-01 05:18:57
1440.00,4,2025-06-01 05:18:58
560.00,1,2025-06-01 05:18:59
448.00,5,2025-06-01 05:19:00
1200.00,5,2025-06-01 05:19:01
1088.00,4,2025-06-01 05:19:02
1248.00,4,2025-06-01 05:19:03
576.00,4,2025-06-01 05:19:04
1840.00,2,2025-06-01 05:19:05
1152.00,1,2025-06-01 05:19:06
256.00,1,2025-06-01 05:19:07
912.00,3,2025-06-01 05:19:08
864.00,3,2025-06-01 05:19:10
448.00,5,2025-06-01 05:19:12
864.00,2,2025-06-01 05:19:13
1568.00,3,2025-06-01 05:19:14
1056.00,5,2025-06-01 05:19:15
1024.00,4,2025-06-01 05:19:16
1536.00,5,2025-06-01 05:19:17
2336.00,3,2025-06-01 05:19:18
1264.00,3,2025-06-01 05:19:19
864.00,2,2025-06-01 05:19:20
960.00,4,2025-06-01 05:19:23
2304.00,2,2025-06-01 05:19:24
1056.00,5,2025-06-01 05:19:25
1296.00,5,2025-06-01 05:19:26
1728.00,1,2025-06-01 05:19:27
192.00,4,2025-06-01 05:19:28
896.00,4,2025-06-01 05:19:29
912.00,2,2025-06-01 05:19:30
576.00,2,2025-06-01 05:19:31
1440.00,3,2025-06-01 05:19:32
576.00,4,2025-06-01 05:19:33
672.00,4,2025-06-01 05:19:34
1536.00,3,2025-06-01 05:19:35
768.00,5,2025-06-01 05:19:36
1664.00,3,2025-06-01 05:19:37
224.00,3,2025-06-01 05:19:38
1280.00,5,2025-06-01 05:19:39
1856.00,1,2025-06-01 05:19:40
448.00,2,2025-06-01 05:19:41
1536.00,1,2025-06-01 05:19:42
2336.00,1,2025-06-01 05:19:44
832.00,5,2025-06-01 05:19:45
2304.00,5,2025-06-01 05:19:46
768.00,3,2025-06-01 05:19:47
1216.00,3,2025-06-01 05:19:48
768.00,2,2025-06-01 05:19:51
1344.00,4,2025-06-01 05:19:52
1504.00,3,2025-06-01 05:19:54
288.00,5,2025-06-01 05:19:55
512.00,3,2025-06-01 05:19:56
1728.00,1,2025-06-01 05:19:57
912.00,2,2025-06-01 05:19:58
1600.00,5,2025-06-01 05:20:00
1472.00,4,2025-06-01 05:20:01
912.00,5,2025-06-01 05:20:02
1280.00,1,2025-06-01 05:20:04
1120.00,1,2025-06-01 05:20:05
544.00,2,2025-06-01 05:20:06
2112.00,3,2025-06-01 05:20:07
256.00,5,2025-06-01 05:20:08
1584.00,5,2025-06-01 05:20:09
1760.00,5,2025-06-01 05:20:10
864.00,5,2025-06-01 05:20:11
1024.00,4,2025-06-01 05:20:13
896.00,3,2025-06-01 05:20:14
832.00,4,2025-06-01 05:20:15
1920.00,5,2025-06-01 05:20:16
1680.00,3,2025-06-01 05:20:17
576.00,5,2025-06-01 05:20:18
1280.00,2,2025-06-01 05:20:19
1936.00,4,2025-06-01 05:20:20
1344.00,2,2025-06-01 05:20:21
672.00,1,2025-06-01 05:20:22
192.00,5,2025-06-01 05:20:23
864.00,3,2025-06-01 05:20:24
2016.00,3,2025-06-01 05:20:25
768.00,2,2025-06-01 05:20:26
672.00,1,2025-06-01 05:20:27
1168.00,5,2025-06-01 05:20:28
1568.00,2,2025-06-01 05:20:29
672.00,3,2025-06-01 05:20:31
864.00,5,2025-06-01 05:20:32
864.00,1,2025-06-01 05:20:33
896.00,1,2025-06-01 05:20:35
880.00,3,2025-06-01 05:20:36
928.00,2,2025-06-01 05:20:37
544.00,1,2025-06-01 05:20:38
1792.00,2,2025-06-01 05:20:39
192.00,5,2025-06-01 05:20:40
864.00,3,2025-06-01 05:20:42
2128.00,1,2025-06-01 05:20:43
192.00,3,2025-06-01 05:20:44
800.00,5,2025-06-01 05:20:45
816.00,1,2025-06-01 05:20:46
768.00,4,2025-06-01 05:20:47
864.00,2,2025-06-01 05:20:48
256.00,4,2025-06-01 05:20:49
640.00,3,2025-06-01 05:20:50
1600.00,4,2025-06-01 05:20:51
800.00,5,2025-06-01 05:20:52
2688.00,1,2025-06-01 05:20:53
912.00,3,2025-06-01 05:20:54
800.00,4,2025-06-01 05:20:55
864.00,5,2025-06-01 05:20:56
928.00,2,2025-06-01 05:20:57
2384.00,3,2025-06-01 05:20:58
576.00,1,2025-06-01 05:20:59
1088.00,4,2025-06-01 05:21:00
576.00,5,2025-06-01 05:21:01
928.00,1,2025-06-01 05:21:04
1280.00,4,2025-06-01 05:21:05
864.00,1,2025-06-01 05:21:06
960.00,2,2025-06-01 05:21:07
2496.00,4,2025-06-01 05:21:08
768.00,3,2025-06-01 05:21:09
768.00,2,2025-06-01 05:21:10
576.00,2,2025-06-01 05:21:11
832.00,3,2025-06-01 05:21:12
1536.00,2,2025-06-01 05:21:14
1280.00,5,2025-06-01 05:21:17
1376.00,4,2025-06-01 05:21:18
224.00,5,2025-06-01 05:21:19
1088.00,1,2025-06-01 05:21:20
1312.00,3,2025-06-01 05:21:22
1728.00,1,2025-06-01 05:21:23
2032.00,4,2025-06-01 05:21:24
784.00,2,2025-06-01 05:21:25
2304.00,4,2025-06-01 05:21:26
1056.00,2,2025-06-01 05:21:27
1840.00,5,2025-06-01 05:21:28
1488.00,2,2025-06-01 05:21:30
1440.00,1,2025-06-01 05:21:31
576.00,3,2025-06-01 05:21:32
2272.00,5,2025-06-01 05:21:33
512.00,3,2025-06-01 05:21:34
1104.00,3,2025-06-01 05:21:36
1664.00,4,2025-06-01 05:21:37
288.00,5,2025-06-01 05:21:38
992.00,1,2025-06-01 05:21:39
448.00,4,2025-06-01 05:21:41
1248.00,3,2025-06-01 05:21:42
448.00,1,2025-06-01 05:21:43
864.00,2,2025-06-01 05:21:44
768.00,4,2025-06-01 05:21:46
1728.00,4,2025-06-01 05:21:47
1216.00,2,2025-06-01 05:21:48
1152.00,4,2025-06-01 05:21:49
1824.00,5,2025-06-01 05:21:50
1312.00,4,2025-06-01 05:21:51
1440.00,4,2025-06-01 05:21:52
1888.00,4,2025-06-01 05:21:53
1440.00,5,2025-06-01 05:21:54
1472.00,5,2025-06-01 05:21:55
640.00,1,2025-06-01 05:21:56
672.00,3,2025-06-01 05:21:57
864.00,4,2025-06-01 05:21:59
304.00,5,2025-06-01 05:22:00
256.00,2,2025-06-01 05:22:01
1376.00,1,2025-06-01 05:22:02
672.00,5,2025-06-01 05:22:03
1120.00,5,2025-06-01 05:22:04
1248.00,2,2025-06-01 05:22:05
1296.00,3,2025-06-01 05:22:06
256.00,2,2025-06-01 05:22:07
1664.00,1,2025-06-01 05:22:08
1184.00,1,2025-06-01 05:22:09
384.00,2,2025-06-01 05:22:10
928.00,2,2025-06-01 05:22:11
768.00,3,2025-06-01 05:22:14
512.00,4,2025-06-01 05:22:15
1184.00,2,2025-06-01 05:22:16
1952.00,5,2025-06-01 05:22:17
2208.00,5,2025-06-01 05:22:18
1456.00,4,2025-06-01 05:22:19
832.00,2,2025-06-01 05:22:20
256.00,5,2025-06-01 05:22:22
1056.00,1,2025-06-01 05:22:23
1184.00,4,2025-06-01 05:22:24
384.00,2,2025-06-01 05:22:25
1024.00,3,2025-06-01 05:22:26
288.00,5,2025-06-01 05:22:27
1184.00,2,2025-06-01 05:22:28
2736.00,4,2025-06-01 05:22:29
448.00,3,2025-06-01 05:22:31
1552.00,3,2025-06-01 05:22:32
1536.00,4,2025-06-01 05:22:33
672.00,4,2025-06-01 05:22:34
512.00,5,2025-06-01 05:22:36
304.00,1,2025-06-01 05:22:37
1280.00,5,2025-06-01 05:22:38
1248.00,3,2025-06-01 05:22:39
576.00,3,2025-06-01 05:22:40
1344.00,1,2025-06-01 05:22:41
768.00,4,2025-06-01 05:22:42
1568.00,4,2025-06-01 05:22:43
736.00,4,2025-06-01 05:22:44
1408.00,4,2025-06-01 05:22:45
2048.00,2,2025-06-01 05:22:46
576.00,1,2025-06-01 05:22:47
1664.00,3,2025-06-01 05:22:48
1792.00,4,2025-06-01 05:22:50
896.00,1,2025-06-01 05:22:52
608.00,3,2025-06-01 05:22:53
1472.00,3,2025-06-01 05:22:54
1248.00,5,2025-06-01 05:22:55
304.00,1,2025-06-01 05:22:56
480.00,3,2025-06-01 05:22:57
1024.00,5,2025-06-01 05:22:58
192.00,4,2025-06-01 05:22:59
2400.00,5,2025-06-01 05:23:00
2016.00,3,2025-06-01 05:23:01
544.00,5,2025-06-01 05:23:02
288.00,2,2025-06-01 05:23:04
992.00,1,2025-06-01 05:23:06
512.00,4,2025-06-01 05:23:07
1152.00,5,2025-06-01 05:23:08
640.00,1,2025-06-01 05:23:09
800.00,2,2025-06-01 05:23:10
1376.00,3,2025-06-01 05:23:11
2192.00,3,2025-06-01 05:23:12
640.00,1,2025-06-01 05:23:14
880.00,2,2025-06-01 05:23:15
1824.00,3,2025-06-01 05:23:16
800.00,1,2025-06-01 05:23:17
512.00,4,2025-06-01 05:23:18
960.00,5,2025-06-01 05:23:19
2112.00,5,2025-06-01 05:23:20
880.00,5,2025-06-01 05:23:21
1184.00,5,2025-06-01 05:23:22
1376.00,3,2025-06-01 05:23:24
1920.00,5,2025-06-01 05:23:25
640.00,2,2025-06-01 05:23:26
320.00,1,2025-06-01 05:23:27
224.00,1,2025-06-01 05:23:28
864.00,2,2025-06-01 05:23:29
1856.00,2,2025-06-01 05:23:30
288.00,2,2025-06-01 05:23:32
2112.00,5,2025-06-01 05:23:33
512.00,4,2025-06-01 05:23:34
768.00,2,2025-06-01 05:23:35
1360.00,1,2025-06-01 05:23:36
576.00,2,2025-06-01 05:23:37
912.00,3,2025-06-01 05:23:38
304.00,5,2025-06-01 05:23:39
2048.00,3,2025-06-01 05:23:40
304.00,4,2025-06-01 05:23:41
512.00,1,2025-06-01 05:23:42
768.00,4,2025-06-01 05:23:43
1440.00,3,2025-06-01 05:23:45
2336.00,2,2025-06-01 05:23:46
288.00,5,2025-06-01 05:23:47
224.00,1,2025-06-01 05:23:48
1552.00,2,2025-06-01 05:23:49
1152.00,4,2025-06-01 05:23:50
976.00,5,2025-06-01 05:23:51
1152.00,5,2025-06-01 05:23:53
1264.00,5,2025-06-01 05:23:55
2208.00,2,2025-06-01 05:23:56
224.00,5,2025-06-01 05:23:57
256.00,2,2025-06-01 05:23:58
256.00,2,2025-06-01 05:23:59
1152.00,4,2025-06-01 05:24:00
1424.00,3,2025-06-01 05:24:01
1392.00,3,2025-06-01 05:24:02
1152.00,5,2025-06-01 05:24:04
256.00,4,2025-06-01 05:24:05
2016.00,2,2025-06-01 05:24:06
2032.00,4,2025-06-01 05:24:07
288.00,3,2025-06-01 05:24:08
1568.00,4,2025-06-01 05:24:09
512.00,4,2025-06-01 07:18:52
1504.00,4,2025-06-01 07:18:53
1824.00,5,2025-06-01 07:18:54
384.00,3,2025-06-01 07:18:57
1376.00,5,2025-06-01 07:18:58
1376.00,5,2025-06-01 07:18:59
1536.00,2,2025-06-01 07:19:00
384.00,4,2025-06-01 07:19:01
960.00,2,2025-06-01 07:19:03
2064.00,2,2025-06-01 07:19:04
288.00,2,2025-06-01 07:19:05
1344.00,3,2025-06-01 07:19:07
864.00,2,2025-06-01 07:19:08
1376.00,3,2025-06-01 07:19:11
1024.00,1,2025-06-01 07:19:13
864.00,4,2025-06-01 07:19:15
768.00,5,2025-06-01 07:19:16
192.00,1,2025-06-01 07:19:17
1408.00,4,2025-06-01 07:19:19
1184.00,5,2025-06-01 07:19:21
384.00,5,2025-06-01 07:19:22
304.00,5,2025-06-01 07:19:23
1136.00,2,2025-06-01 07:19:24
1920.00,3,2025-06-01 07:19:25
880.00,4,2025-06-01 07:19:26
192.00,3,2025-06-01 07:19:27
768.00,5,2025-06-01 07:19:30
912.00,1,2025-06-01 07:19:31
192.00,1,2025-06-01 07:19:32
1024.00,1,2025-06-01 07:19:33
1600.00,4,2025-06-01 07:19:34
864.00,1,2025-06-01 07:19:36
2048.00,2,2025-06-01 07:19:38
1632.00,5,2025-06-01 07:19:39
672.00,4,2025-06-01 07:19:40
912.00,3,2025-06-01 07:19:42
304.00,4,2025-06-01 07:19:43
1152.00,1,2025-06-01 07:19:45
1024.00,1,2025-06-01 07:19:46
864.00,3,2025-06-01 07:19:47
1488.00,4,2025-06-01 07:19:48
1728.00,1,2025-06-01 07:19:49
912.00,4,2025-06-01 07:19:50
912.00,5,2025-06-01 07:19:51
512.00,3,2025-06-01 07:19:54
1024.00,4,2025-06-01 07:19:55
1600.00,5,2025-06-01 07:19:56
1376.00,5,2025-06-01 07:19:59
2016.00,1,2025-06-01 07:20:00
1408.00,5,2025-06-01 07:20:01
768.00,1,2025-06-01 07:20:02
1024.00,4,2025-06-01 07:20:04
576.00,2,2025-06-01 07:20:05
1280.00,4,2025-06-01 07:20:06
1152.00,3,2025-06-01 07:20:07
1600.00,1,2025-06-01 07:20:09
864.00,5,2025-06-01 07:20:11
288.00,5,2025-06-01 07:20:15
576.00,1,2025-06-01 07:20:18
768.00,1,2025-06-01 07:20:19
1312.00,1,2025-06-01 07:20:20
1344.00,2,2025-06-01 07:20:24
864.00,3,2025-06-01 07:20:25
960.00,4,2025-06-01 07:20:27
1440.00,5,2025-06-01 07:20:28
960.00,1,2025-06-01 07:20:30
2464.00,4,2025-06-01 07:20:31
864.00,5,2025-06-01 07:20:32
1728.00,2,2025-06-01 07:20:33
864.00,2,2025-06-01 07:20:36
1568.00,3,2025-06-01 07:20:37
1120.00,3,2025-06-01 07:20:39
512.00,4,2025-06-01 07:20:40
960.00,3,2025-06-01 07:20:42
1600.00,2,2025-06-01 07:20:43
1632.00,3,2025-06-01 07:20:44
288.00,2,2025-06-01 07:20:45
576.00,5,2025-06-01 07:20:46
288.00,1,2025-06-01 07:20:47
2112.00,2,2025-06-01 07:20:49
2112.00,3,2025-06-01 07:20:50
576.00,5,2025-06-01 07:20:51
288.00,4,2025-06-01 07:20:52
576.00,1,2025-06-01 07:20:54
768.00,5,2025-06-01 07:20:58
576.00,4,2025-06-01 07:20:59
2016.00,1,2025-06-01 07:21:03
320.00,4,2025-06-01 07:21:05
1504.00,3,2025-06-01 07:21:06
1104.00,3,2025-06-01 07:21:09
1712.00,1,2025-06-01 07:21:10
768.00,1,2025-06-01 07:21:11
864.00,2,2025-06-01 07:21:12
256.00,5,2025-06-01 07:21:13
448.00,5,2025-06-01 07:21:14
672.00,5,2025-06-01 07:21:15
640.00,1,2025-06-01 07:21:16
640.00,5,2025-06-01 07:21:17
1216.00,4,2025-06-01 07:21:18
576.00,2,2025-06-01 07:21:19
448.00,2,2025-06-01 07:21:22
288.00,3,2025-06-01 07:21:23
864.00,3,2025-06-01 07:21:24
1824.00,1,2025-06-01 07:21:25
864.00,2,2025-06-01 07:21:26
1632.00,4,2025-06-01 07:21:27
800.00,2,2025-06-01 07:21:28
1168.00,4,2025-06-01 07:21:29
1344.00,5,2025-06-01 07:21:30
512.00,4,2025-06-01 07:21:31
576.00,5,2025-06-01 07:21:32
672.00,3,2025-06-01 07:21:37
304.00,3,2025-06-01 07:21:38
2400.00,2,2025-06-01 07:21:40
1120.00,1,2025-06-01 07:21:43
1088.00,1,2025-06-01 07:21:44
928.00,5,2025-06-01 07:21:45
2304.00,2,2025-06-01 07:21:47
640.00,4,2025-06-01 07:21:48
576.00,5,2025-06-01 07:21:50
1568.00,2,2025-06-01 07:21:51
640.00,5,2025-06-01 07:21:52
1120.00,3,2025-06-01 07:21:57
1824.00,3,2025-06-01 07:21:58
512.00,4,2025-06-01 07:21:59
784.00,5,2025-06-01 07:22:00
512.00,2,2025-06-01 07:22:04
1280.00,5,2025-06-01 07:22:05
1664.00,3,2025-06-01 07:22:06
